Rank,Finalworth,Category,Personname,Age,Birthyear,City,Source,Industries,Countryofcitizenship,Organization,Selfmade,Status,Gender,Title,State,Residencestateregion, CPI Country, CPI Change Country (%),GDP Country,Gross Tertiary Education Enrollment (%),Gross Primary Education Enrollment Country,Life Expectancy Country (%),Tax Revenue Country Country (%),Total Tax Rate Country (%),Population Country
112,15600,Healthcare,Dilip Shanghvi,67,1955,Mumbai,Pharmaceuticals,Healthcare,India,-,TRUE,E,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
113,15500,Technology,Robert Pera,45,1978,San Jose,Wireless networking,Technology,United States,Ubiquiti,TRUE,U,M,Chief Executive Officer,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
114,15300,Fashion & Retail,Radhakishan Damani,68,1955,Mumbai,"Retail, investments",Fashion & Retail,India,-,TRUE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
115,15200,Automotive,Huang Shilin,56,1967,Ningde,Batteries,Automotive,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
116,14900,Diversified,Dhanin Chearavanont,83,1939,Bangkok,Diversified,Diversified,Thailand,-,FALSE,U,M,-,-,-,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582
116,14900,Fashion & Retail,David Green & family,81,1941,Oklahoma City,Retail,Fashion & Retail,United States,Hobby Lobby,TRUE,U,M,CEO,Oklahoma,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
118,14800,Food & Beverage,Charoen Sirivadhanabhakdi,78,1944,Bangkok,"Alcohol, real estate",Food & Beverage,Thailand,-,TRUE,U,M,-,-,-,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582
119,14700,Food & Beverage,Charlene de Carvalho-Heineken & family,68,1954,London,Heineken,Food & Beverage,Netherlands,-,FALSE,D,F,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
120,14600,Healthcare,Xu Hang,60,1962,Shenzhen,Medical devices,Healthcare,Hong Kong,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
121,14500,Automotive,Wei Jianjun & family,59,1964,Baoding,Automobiles,Automotive,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
122,14400,Metals & Mining,Alisher Usmanov,69,1953,Tashkent,"Steel, telecom, investments",Metals & Mining,Russia,Metalloinvest,TRUE,U,M,Founder,-,-,-,-,"$57,921,286,440 ",10.1,104.2,71.6,14.8,31.6,33580650
123,14300,Manufacturing,Goh Cheng Liang,95,1927,Singapore,Paints,Manufacturing,Singapore,-,TRUE,U,M,-,-,-,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569
124,14200,Diversified,Kumar Birla,55,1967,Mumbai,Commodities,Diversified,India,-,FALSE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
124,14200,Manufacturing,Aliko Dangote,65,1957,Lagos,"Cement, sugar",Manufacturing,Nigeria,Dangote Group,TRUE,U,M,CEO,-,-,267.51,11.4,"$448,120,428,859 ",10.2,84.7,54.3,1.5,34.8,200963599
126,14100,Real Estate,Kwong Siu-hing,93,1929,Hong Kong,Real estate,Real Estate,Hong Kong,-,FALSE,U,F,-,-,-,-,-,-,-,-,-,-,-,-
127,14000,Diversified,Idan Ofer,67,1955,London,Shipping,Diversified,Israel,-,FALSE,U,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
128,13900,Healthcare,Chen Bang,57,1965,Changsha,Hospitals,Healthcare,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
128,13900,Gambling & Casinos,Lui Che Woo,94,1929,Hong Kong,Casinos/hotels,Gambling & Casinos,Hong Kong,-,TRUE,U,M,-,-,-,-,-,-,-,-,-,-,-,-
130,13700,Logistics,John Fredriksen,78,1945,London,Shipping,Logistics,Cyprus,-,TRUE,U,M,Investor,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
130,13700,Construction & Engineering,Diane Hendricks,76,1947,Afton,Building supplies,Construction & Engineering,United States,ABC Supply,TRUE,U,F,Cofounder,Wisconsin,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
130,13700,Technology,Jan Koum,47,1976,Atherton,WhatsApp,Technology,United States,WhatsApp Inc.,TRUE,U,M,"CEO, cofounder",California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
133,13300,Sports,Jerry Jones,80,1942,Dallas,Dallas Cowboys,Sports,United States,Dallas Cowboys,TRUE,U,M,President and General Manager,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
133,13300,Energy,George Kaiser,80,1942,Tulsa,"Oil & gas, banking",Energy,United States,BOK Financial Corp.,FALSE,U,M,Chairman,Oklahoma,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
133,13300,Real Estate,Joseph Lau,71,1951,Hong Kong,Real estate,Real Estate,Hong Kong,-,TRUE,D,M,-,-,-,-,-,-,-,-,-,-,-,-
136,13200,Automotive,Lu Xiangyang,60,1962,Guangzhou,"Automobiles, batteries",Automotive,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
137,13100,Real Estate,Harry Triguboff,90,1933,Sydney,Real estate,Real Estate,Australia,-,TRUE,U,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
138,12900,Finance & Investments,Uday Kotak,64,1959,Mumbai,Banking,Finance & Investments,India,-,TRUE,D,M,-,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
138,12900,Sports,Stanley Kroenke,75,1947,Electra,"Sports, real estate",Sports,United States,-,TRUE,U,M,-,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
140,12600,Energy,Mikhail Fridman,58,1964,London,"Oil, banking, telecom",Energy,Russia,-,TRUE,U,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
141,12300,Energy,Sarath Ratanavadi,57,1965,Bangkok,Energy,Energy,Thailand,-,TRUE,U,M,-,-,-,113.27,0.7,"$543,649,976,166 ",49.3,99.8,76.9,14.9,29.5,69625582
142,12200,Metals & Mining,Dang Yanbao,50,1973,Yinchuan,Coal,Metals & Mining,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
142,12200,Healthcare,Jiang Rensheng & family,69,1953,Chongqing,Vaccines,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
144,12100,Automotive,Shahid Khan,72,1950,Naples,Auto parts,Automotive,United States,-,TRUE,U,M,-,Florida,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
145,12000,Technology,Laurene Powell Jobs & family,59,1963,Palo Alto,"Apple, Disney",Technology,United States,Emerson Collective,FALSE,D,F,"Investor, Philanthropist",California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
146,11800,Diversified,Robert Kuok,99,1923,Hong Kong,"Palm oil, shipping, property",Diversified,Malaysia,-,TRUE,U,M,-,-,-,-,-,-,-,-,-,-,-,-
147,11600,Real Estate,Stephen Ross,82,1940,New York,Real estate,Real Estate,United States,-,TRUE,U,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
148,11500,Technology,Pavel Durov,38,1984,Dubai,Messaging app,Technology,United Arab Emirates,-,TRUE,D,M,-,-,-,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529
148,11500,Healthcare,Andreas Struengmann & family,73,1950,Tegernsee,Pharmaceuticals,Healthcare,Germany,-,TRUE,D,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
148,11500,Healthcare,Thomas Struengmann & family,73,1950,Tegernsee,Pharmaceuticals,Healthcare,Germany,-,TRUE,D,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
151,11400,Food & Beverage,Liu Hanyuan,59,1964,Chengdu,Agribusiness,Food & Beverage,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
151,11400,Fashion & Retail,Michael Rubin,50,1972,Bryn Mawr,Online retail,Fashion & Retail,United States,Kynetic,TRUE,U,M,CEO,Pennsylvania,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
153,11300,Finance & Investments,Israel Englander,74,1948,New York,Hedge funds,Finance & Investments,United States,"Millennium Management, L.L.C.",TRUE,D,M,Founder,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
153,11300,Manufacturing,Viatcheslav Kantor,69,1953,Herzliya,"Fertilizer, real estate",Manufacturing,Russia,-,TRUE,U,M,-,-,-,108.15,0.8,"$395,098,666,122 ",63.4,104.9,82.8,23.1,25.3,9053300
153,11300,Manufacturing,Anthony Pratt,62,1960,Melbourne,Manufacturing,Manufacturing,Australia,-,FALSE,D,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
153,11300,Finance & Investments,Mikhail Prokhorov,57,1965,Frauenfeld,Investments,Finance & Investments,Russia,-,TRUE,U,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
157,11100,Fashion & Retail,Giorgio Armani,88,1934,Milan,Luxury goods,Fashion & Retail,Italy,-,TRUE,U,M,-,-,-,110.62,0.6,"$2,001,244,392,042 ",61.9,101.9,82.9,24.3,59.1,60297396
157,11100,Fashion & Retail,Johann Rupert & family,72,1950,Cape Town,Luxury goods,Fashion & Retail,South Africa,-,FALSE,U,M,-,-,-,158.93,4.1,"$351,431,649,241 ",22.4,100.9,63.9,27.5,29.2,58558270
159,11000,Finance & Investments,Gong Hongjia & family,58,1965,Hong Kong,Video surveillance,Finance & Investments,Hong Kong,-,TRUE,D,M,-,-,-,-,-,-,-,-,-,-,-,-
159,11000,Technology,Zhang Zhidong,51,1972,Shenzhen,Internet media,Technology,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
161,10900,Finance & Investments,Philip Anschutz,83,1939,Denver,"Energy, sports, entertainment",Finance & Investments,United States,-,FALSE,E,M,-,Colorado,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
161,10900,Fashion & Retail,Judy Love & family,85,1937,Oklahoma City,Gas stations,Fashion & Retail,United States,Love's Travel Stops and Country Stores,TRUE,U,F,Chairman and CEO,Oklahoma,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
161,10900,Fashion & Retail,Ricardo Salinas Pliego & family,67,1955,Mexico City,"Retail, media",Fashion & Retail,Mexico,-,FALSE,D,M,-,-,-,141.54,3.6,"$1,258,286,717,125 ",40.2,105.8,75,13.1,55.1,126014024
164,10700,Media & Entertainment,Donald Newhouse,93,1929,New York,Media,Media & Entertainment,United States,-,FALSE,D,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
165,10600,Sports,Robert Kraft,81,1941,Brookline,"Manufacturing, New England Patriots",Sports,United States,The Kraft Group,TRUE,U,M,Chairman & CEO,Massachusetts,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
165,10600,Food & Beverage,Marcel Herrmann Telles,73,1950,Sao Paulo,Beer,Food & Beverage,Brazil,-,TRUE,U,M,-,-,-,167.4,3.7,"$1,839,758,040,766 ",51.3,115.4,75.7,14.2,65.1,212559417
167,10500,Finance & Investments,Suleiman Kerimov & family,57,1966,Moscow,Gold,Finance & Investments,Russia,-,TRUE,U,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
167,10500,Fashion & Retail,Sky Xu,39,1984,Guangzhou,E-commerce,Fashion & Retail,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
167,10500,Finance & Investments,Changpeng Zhao,45,1977,Dubai,Cryptocurrency exchange,Finance & Investments,Canada,-,TRUE,D,M,-,-,-,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529
170,10300,Finance & Investments,Andrew Beal,70,1952,Dallas,"Banks, real estate",Finance & Investments,United States,-,TRUE,U,M,-,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
171,10200,Technology,Mike Cannon-Brookes,43,1979,Sydney,Software,Technology,Australia,-,TRUE,D,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
171,10200,Healthcare,Carl Cook,60,1962,Bloomington,Medical devices,Healthcare,United States,-,FALSE,D,M,-,Indiana,Midwest,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
171,10200,Technology,David Duffield,82,1940,Incline Village,Business software,Technology,United States,Workday,TRUE,D,M,Chairman and Cofounder,Nevada,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
171,10200,Energy,Jeffery Hildebrand,64,1959,Houston,Oil,Energy,United States,-,TRUE,U,M,-,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
171,10200,Manufacturing,Viktor Rashnikov,74,1948,Magnitogorsk,Steel,Manufacturing,Russia,-,TRUE,U,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
171,10200,Technology,Eduardo Saverin,41,1982,Singapore,Facebook,Technology,Brazil,Meta Platforms,TRUE,D,M,Investor,-,-,114.41,0.6,"$372,062,527,489 ",84.8,100.6,83.1,13.1,21,5703569
171,10200,Automotive,Georg Schaeffler,58,1964,Herzogenaurach,Auto parts,Automotive,Germany,-,FALSE,U,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
171,10200,Fashion & Retail,Christy Walton,74,1949,Jackson,Walmart,Fashion & Retail,United States,-,FALSE,U,F,-,Wyoming,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
179,10100,Technology,Scott Farquhar,43,1979,Sydney,Software,Technology,Australia,-,TRUE,D,M,-,-,-,119.8,1.6,"$1,392,680,589,329 ",113.1,100.3,82.7,23,47.4,25766605
179,10100,Diversified,Quek Leng Chan,81,1941,Kuala Lumpur,"Banking, property",Diversified,Malaysia,-,FALSE,D,M,-,-,-,121.46,0.7,"$364,701,517,788 ",45.1,105.3,76,12,38.7,32447385
179,10100,Real Estate,Wu Yajun,59,1964,Beijing,Real estate,Real Estate,China,-,TRUE,D,F,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
182,10000,Energy,Autry Stephens,85,1938,Midland,Oil,Energy,United States,-,TRUE,U,M,-,Texas,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
183,9900,Service,Liu Yongxing,74,1948,Shanghai,Diversified,Service,China,East Hope Group,TRUE,D,M,Chairman,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
184,9800,Diversified,Vinod Adani,74,1949,Dubai,"Infrastructure, commodities",Diversified,Cyprus,-,TRUE,Split Family Fortune,M,-,-,-,114.52,-1.9,"$421,142,267,938 ",36.8,108.4,77.8,0.1,15.9,9770529
184,9800,Fashion & Retail,Nicolas Puech,80,1943,Martigny,Hermes,Fashion & Retail,France,-,FALSE,U,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
184,9800,Logistics,"Jacques Saadé, Jr.",51,1971,Marseille,Shipping,Logistics,France,-,FALSE,Split Family Fortune,M,-,-,-,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887
184,9800,Logistics,Rodolphe Saadé,53,1970,Marseille,Shipping,Logistics,France,CMA CGM,FALSE,Split Family Fortune,M,Chairman and CEO,-,-,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887
184,9800,Logistics,Tanya Saadé Zeenny,55,1968,Marseille,Shipping,Logistics,France,-,FALSE,Split Family Fortune,F,-,-,-,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887
184,9800,Finance & Investments,Melker Schorling & family,75,1947,Stockholm,Investments,Finance & Investments,Sweden,-,TRUE,D,M,-,-,-,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453
190,9700,Manufacturing,Andrei Guriev & family,63,1960,Moscow,Fertilizers,Manufacturing,Russia,-,TRUE,U,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
190,9700,Finance & Investments,Michael Kim,59,1963,Seoul,Private equity,Finance & Investments,United States,MBK Partners,TRUE,U,M,-,-,-,115.16,0.4,"$2,029,000,000,000 ",94.3,98.1,82.6,15.6,33.2,51709098
190,9700,Technology,Lei Jun,53,1969,Beijing,Smartphones,Technology,China,Xiaomi,TRUE,D,M,Founder and CEO,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
190,9700,Manufacturing,Friedhelm Loh,76,1946,Haiger,Manufacturing,Manufacturing,Germany,-,FALSE,U,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
190,9700,Healthcare,Sun Piaoyang,64,1958,Lianyungang,Pharmaceuticals,Healthcare,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
195,9600,Technology,Rick Cohen & family,70,1952,Keene,Warehouse automation,Technology,United States,C&S Wholesale Grocers,FALSE,N,M,Entrepreneur,New Hampshire,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
195,9600,Energy,Jin Baofang,70,1952,Xingtai,Solar panels,Energy,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
195,9600,Manufacturing,Luo Liguo & family,67,1956,Ningbo,Chemicals,Manufacturing,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
195,9600,Food & Beverage,Marijke Mars,58,1964,Los Angeles,"Candy, pet food",Food & Beverage,United States,-,FALSE,U,F,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
195,9600,Food & Beverage,Pamela Mars,62,1960,Alexandria,"Candy, pet food",Food & Beverage,United States,-,FALSE,U,F,-,Virginia,South,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
195,9600,Food & Beverage,Valerie Mars,64,1959,New York,"Candy, pet food",Food & Beverage,United States,-,FALSE,U,F,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
195,9600,Food & Beverage,Victoria Mars,66,1956,Philadelphia,"Candy, pet food",Food & Beverage,United States,-,FALSE,U,F,-,Pennsylvania,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
202,9500,Finance & Investments,Vincent Bolloré & family,71,1952,Paris,Investments,Finance & Investments,France,-,FALSE,U,M,-,-,-,110.05,1.1,"$2,715,518,274,227 ",65.6,102.5,82.5,24.2,60.7,67059887
202,9500,Diversified,Jim Pattison,94,1928,Vancouver,Diversified,Diversified,Canada,Jim Pattison Group,TRUE,D,M,"Founder, Chairman and CEO",-,-,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981
204,9400,Healthcare,Ernesto Bertarelli,57,1965,Gstaad,"Biotech, investments",Healthcare,Switzerland,-,FALSE,U,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
204,9400,Technology,Wang Xing,44,1979,Beijing,Food delivery,Technology,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
206,9300,Technology,Brian Chesky,41,1981,San Francisco,Airbnb,Technology,United States,"Airbnb, Inc.",TRUE,D,M,CEO and Cofounder,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
206,9300,Manufacturing,James Dyson,75,1947,Gloucestershire,Vacuums,Manufacturing,United Kingdom,-,TRUE,U,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
208,9200,Diversified,Roman Abramovich & family,56,1966,Moscow,"Steel, investments",Diversified,Russia,-,TRUE,U,M,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
208,9200,Diversified,Antonia Ax:son Johnson & family,79,1943,Stockholm,Diversified,Diversified,Sweden,-,FALSE,U,F,-,-,-,110.51,1.8,"$530,832,908,738 ",67,126.6,82.5,27.9,49.1,10285453
208,9200,Energy,Daniel Kretinsky,47,1975,Prague,"Energy, investments",Energy,Czech Republic,-,TRUE,U,M,-,-,-,116.48,2.8,"$246,489,245,495 ",64.1,100.7,79,14.9,46.1,10669709
208,9200,Media & Entertainment,John Malone,82,1941,Elizabeth,Cable television,Media & Entertainment,United States,-,TRUE,U,M,-,Colorado,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
208,9200,Technology,Azim Premji,77,1945,Bangalore,Software services,Technology,India,Wipro Ltd.,FALSE,D,M,Founder Chairman,-,-,180.44,7.7,"$2,611,000,000,000 ",28.1,113,69.4,11.2,49.7,1366417754
208,9200,Finance & Investments,Charles Schwab,85,1937,Woodside,Discount brokerage,Finance & Investments,United States,Charles Schwab Corp.,TRUE,D,M,Investor,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
208,9200,Fashion & Retail,Eric Smidt,63,1960,Beverly Hills,Hardware stores,Fashion & Retail,United States,-,TRUE,U,M,-,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
215,9000,Technology,David Cheriton,72,1951,Palo Alto,Google,Technology,Canada,Stanford University,TRUE,D,M,Professor,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
215,9000,Metals & Mining,Ivan Glasenberg,66,1957,Ruschlikon,Mining,Metals & Mining,Switzerland,-,TRUE,D,M,-,-,-,99.55,0.4,"$703,082,435,360 ",59.6,105.2,83.6,10.1,28.8,8574832
215,9000,Real Estate,Alexander Otto,55,1967,Hamburg,Real estate,Real Estate,Germany,-,FALSE,D,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
215,9000,Food & Beverage,Anthony von Mandl,73,1950,Vancouver,Alcoholic beverages,Food & Beverage,Canada,-,TRUE,U,M,-,-,-,116.76,1.9,"$1,736,425,629,520 ",68.9,100.9,81.9,12.8,24.5,36991981
215,9000,Manufacturing,Wang Liping & family,57,1966,Changzhou,Hydraulic machinery,Manufacturing,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
220,8900,Food & Beverage,Finn Rausing,68,1955,London,Packaging,Food & Beverage,Sweden,-,FALSE,D,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
220,8900,Food & Beverage,Jorn Rausing,63,1960,Surrey,Packaging,Food & Beverage,Sweden,-,FALSE,D,M,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
220,8900,Food & Beverage,Kirsten Rausing,70,1952,Newmarket,Packaging,Food & Beverage,Sweden,-,FALSE,D,F,-,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
223,8800,Fashion & Retail,Tatyana Bakalchuk,47,1975,Moscow region,Ecommerce,Fashion & Retail,Russia,-,TRUE,U,F,-,-,-,180.75,4.5,"$1,699,876,578,871 ",81.9,102.6,72.7,11.4,46.2,144373535
223,8800,Technology,John Doerr,71,1951,Woodside,Venture capital,Technology,United States,Kleiner Perkins,TRUE,D,M,Investor,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
223,8800,Technology,Richard Liu,49,1974,Beijing,E-commerce,Technology,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
223,8800,Technology,Dustin Moskovitz,38,1984,San Francisco,Facebook,Technology,United States,Asana,TRUE,D,M,Cofounder,California,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
223,8800,Technology,Pierre Omidyar,55,1967,Honolulu,"EBay, PayPal",Technology,United States,eBay,TRUE,D,M,Founder,Hawaii,West,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
223,8800,Energy,Pei Zhenhua,64,1959,Ningde,Batteries,Energy,China,-,TRUE,D,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
223,8800,Energy,Carrie Perrodo & family,72,1951,London,Oil,Energy,France,-,FALSE,U,F,Philanthropist,-,-,119.62,1.7,"$2,827,113,184,696 ",60,101.2,81.3,25.5,30.6,66834405
230,8700,Manufacturing,Chen Jianhua,52,1971,Wujiang,Chemicals,Manufacturing,China,-,TRUE,U,M,-,-,-,125.08,2.9,"$19,910,000,000,000 ",50.6,100.2,77,9.4,59.2,1397715000
230,8700,Fashion & Retail,Michael Otto,79,1943,Hamburg,"Retail, real estate",Fashion & Retail,Germany,-,FALSE,D,M,-,-,-,112.85,1.4,"$3,845,630,030,824 ",70.2,104,80.9,11.5,48.8,83132799
232,8600,Finance & Investments,Leon Black,71,1951,New York,Private equity,Finance & Investments,United States,-,TRUE,D,M,-,New York,Northeast,117.24,7.5,"$21,427,700,000,000 ",88.2,101.8,78.5,9.6,36.6,328239523
232,8600,Finance & Investments,Graeme Hart,67,1955,Auckland,Investments,Finance & Investments,New Zealand,-,TRUE,D,M,-,-,-,114.24,1.6,"$206,928,765,544 ",82,100,81.9,29,34.6,4841000
